id,source_id,collection,language,model,source_collection,unit_type,original,rewritten,delta,change_pct,known_failed_output
plainvoice-enrichment-svo-v3:0bb8183ac2187cccd0b593ec,mcts-references:5b20c4ada8edd9ef87b84077,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,53,69,16,30.188679245283012,False
plainvoice-enrichment-svo-v3:8c96dc8968ac1f9490cd01a4,mcts-references:8fa90d6ebddd66da8c366ca6,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,41,32,-9,-21.95121951219512,False
plainvoice-enrichment-svo-v3:9aaa38d4b6f1739466fab7fb,arxivedits-alignment:8eead8819613e0e0a80fde35,ai-enrichment-units,en,google/gemini-2.5-flash-lite,arxivedits-alignment,scientific-sentence-revision-unit,43,44,1,2.3255813953488413,False
plainvoice-enrichment-svo-v3:612b18d49a2958da225c55dd,asset-references:353b48dd502a0f2ae2a0a329,ai-enrichment-units,en,google/gemini-2.5-flash-lite,asset-references,human-reference-sentence,25,28,3,12.00000000000001,False
plainvoice-enrichment-svo-v3:2ddcf032fe54585392c417d3,iterater-human-doc:c664bda8aab7a125e703ec94,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,107,117,10,9.345794392523366,False
plainvoice-enrichment-svo-v3:9873e33f2d90ff75f88381c4,mcts-references:14d0da0fd8dd07adb5c91485,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,38,41,3,7.8947368421052655,False
plainvoice-enrichment-svo-v3:94eb638cfed85ae8ffb91d1d,coedit:6085ea4f4bdc4ed319fd149d,ai-enrichment-units,en,google/gemini-2.5-flash-lite,coedit,instruction-editing-source-unit,14,15,1,7.14285714285714,False
plainvoice-enrichment-svo-v3:c298840c5edcf1839b17d592,mcts-references:b04d21fc34cb80b1247e01a0,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,60,53,-7,-11.66666666666667,False
plainvoice-enrichment-svo-v3:a232b82fcd534de66804fba4,mcts-references:9bccf2d9c26b37e6f82db065,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,38,34,-4,-10.526315789473683,False
plainvoice-enrichment-svo-v3:79105b1d0d37a6826c329a92,arxivedits-alignment:f1e888358ebe4884d022ddae,ai-enrichment-units,en,google/gemini-2.5-flash-lite,arxivedits-alignment,scientific-sentence-revision-unit,22,23,1,4.545454545454541,False
plainvoice-enrichment-svo-v3:24eecda4501451a80c8a3d12,iterater-human-doc:5619191793e14bf3f5a5c4b2,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,102,98,-4,-3.9215686274509776,False
plainvoice-enrichment-svo-v3:24e39150f46b494809f14758,mcts-references:2619f09c817bff87a93717f9,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,51,63,12,23.529411764705888,False
plainvoice-enrichment-svo-v3:3dd299a512b1c5aaaaecfa96,asset-references:56ac9e581be5f9661b3dad55,ai-enrichment-units,en,google/gemini-2.5-flash-lite,asset-references,human-reference-sentence,16,14,-2,-12.5,False
plainvoice-enrichment-svo-v3:5976f306938609d7365d8760,mcts-references:b1dc1b2684e64ed29393d103,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,40,52,12,30.000000000000004,False
plainvoice-enrichment-svo-v3:237847b457fb442f46fdf61a,coedit:3f43094bcc9f8820c58d634d,ai-enrichment-units,en,google/gemini-2.5-flash-lite,coedit,instruction-editing-source-unit,32,25,-7,-21.875,False
plainvoice-enrichment-svo-v3:930386d119f4efaccaddd3af,mcts-references:e7e15c06902c2f27f6c8b533,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,52,54,2,3.8461538461538547,False
plainvoice-enrichment-svo-v3:e6e3eaa83d63f50a612dd334,mcts-references:c4658c41f26ffc5b2ddf83b1,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,34,57,23,67.64705882352942,False
plainvoice-enrichment-svo-v3:9955f07f7cf279bf9fb805d6,arxivedits-alignment:2e84cb2bbb01d6b575927745,ai-enrichment-units,en,google/gemini-2.5-flash-lite,arxivedits-alignment,scientific-sentence-revision-unit,26,31,5,19.23076923076923,False
plainvoice-enrichment-svo-v3:574cb8d300953b8e8113a859,mcts-references:d783b583e3348ab19f7fd9b1,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,40,55,15,37.5,False
plainvoice-enrichment-svo-v3:fff5595e76ed1a1c4f876ffd,iterater-human-doc:f01dcda72c3caca9632563b1,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,105,100,-5,-4.761904761904767,False
plainvoice-enrichment-svo-v3:71b42d60be00e5405c803a4c,mcts-references:155474c3b0f963cd9da358f8,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,28,29,1,3.571428571428581,False
plainvoice-enrichment-svo-v3:82226202051e6ec120df9ebc,asset-references:eb08b7f40eba6f2a7fe1be2e,ai-enrichment-units,en,google/gemini-2.5-flash-lite,asset-references,human-reference-sentence,16,16,0,0.0,False
plainvoice-enrichment-svo-v3:ec261be04974a1ecdf78021e,coedit:05b31cde5fa078eb65897e29,ai-enrichment-units,en,google/gemini-2.5-flash-lite,coedit,instruction-editing-source-unit,19,18,-1,-5.263157894736848,False
plainvoice-enrichment-svo-v3:ac919e1277498e5398fb1295,mcts-references:1fbdbfe0f401ec896906fdc9,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,36,34,-2,-5.555555555555558,False
plainvoice-enrichment-svo-v3:455201b3ae3d90e5bd1e922b,mcts-references:5f206ddf59b6fabe6f40791a,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,22,22,0,0.0,False
plainvoice-enrichment-svo-v3:6f571b4e4d2b6ae136f33cb8,arxivedits-alignment:07fad046adce7deeafb99813,ai-enrichment-units,en,google/gemini-2.5-flash-lite,arxivedits-alignment,scientific-sentence-revision-unit,39,42,3,7.692307692307687,False
plainvoice-enrichment-svo-v3:00f58a6299e22b69b54171c2,asset-references:bd526d73c36eb45ffa8eeabd,ai-enrichment-units,en,google/gemini-2.5-flash-lite,asset-references,human-reference-sentence,21,16,-5,-23.809523809523814,False
plainvoice-enrichment-svo-v3:09386d78a98cfe17b7498467,mcts-references:efe3ac478bfe572c89170e34,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,66,67,1,1.5151515151515138,False
plainvoice-enrichment-svo-v3:59171e30cf0b96084ae477da,mcts-references:a93323ee25c9043d70b69910,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,40,44,4,10.000000000000009,False
plainvoice-enrichment-svo-v3:76ebd0921a289d8ed7f25765,coedit:ddad093d113ae875bd62ba74,ai-enrichment-units,en,google/gemini-2.5-flash-lite,coedit,instruction-editing-source-unit,16,15,-1,-6.25,False
plainvoice-enrichment-svo-v3:9f3d47e5d3764a704d43709e,mcts-references:6f6138d808f58690db7ac682,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,50,35,-15,-30.000000000000004,False
plainvoice-enrichment-svo-v3:7e696ca2a5e2e454b9399894,mcts-references:e1d84035addb5cd1e845a98f,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,54,57,3,5.555555555555558,False
plainvoice-enrichment-svo-v3:31cb9d2ded1a3f716ee91ea0,arxivedits-alignment:df340f358c02a7b12a31be85,ai-enrichment-units,en,google/gemini-2.5-flash-lite,arxivedits-alignment,scientific-sentence-revision-unit,19,17,-2,-10.526315789473683,False
plainvoice-enrichment-svo-v3:5ccd3d4bf7dd6c4b534ea687,iterater-human-doc:5f5b61205d581608a2284a13,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,334,341,7,2.095808383233533,False
plainvoice-enrichment-svo-v3:01550e5c5d589f25c889ed1a,asset-references:9573a801de0c180309cf46b0,ai-enrichment-units,en,google/gemini-2.5-flash-lite,asset-references,human-reference-sentence,14,9,-5,-35.71428571428571,False
plainvoice-enrichment-svo-v3:a1f4c270c1acf5790c3ed281,iterater-human-doc:20dcacd31e5c0f88c622e141,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,175,184,9,5.142857142857138,False
plainvoice-enrichment-svo-v3:15d0dd150141510b7f501df6,mcts-references:9f1d72c0f1e71509a3cb5add,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,68,72,4,5.882352941176472,False
plainvoice-enrichment-svo-v3:a86667bd969b1ebd22494258,mcts-references:525006601755a661cd0b3046,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,39,39,0,0.0,False
plainvoice-enrichment-svo-v3:7ff0040a1d1f3d9a7e89d94d,coedit:5c6ab792272be8be06bc1d99,ai-enrichment-units,en,google/gemini-2.5-flash-lite,coedit,instruction-editing-source-unit,16,16,0,0.0,False
plainvoice-enrichment-svo-v3:8f3c0f6686e7a6b62f5fa327,mcts-references:9230193eb56fbc3f07defd5d,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,41,45,4,9.756097560975618,False
plainvoice-enrichment-svo-v3:715a4b524661bcd6029be7db,arxivedits-alignment:7e2e693eaf46366ca930a259,ai-enrichment-units,en,google/gemini-2.5-flash-lite,arxivedits-alignment,scientific-sentence-revision-unit,25,24,-1,-4.0000000000000036,False
plainvoice-enrichment-svo-v3:b5ae97c0ae94ac19f9e93437,mcts-references:124181e55a6462b0d8dc61ea,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,61,66,5,8.196721311475418,False
plainvoice-enrichment-svo-v3:1f551c2628be4f5ae417af46,mcts-references:10186e0d8df6e6c257d68a09,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,62,48,-14,-22.580645161290324,False
plainvoice-enrichment-svo-v3:14cf7a4eeca7219a30bf6a3f,asset-references:42306557abfb86b7d8672e74,ai-enrichment-units,en,google/gemini-2.5-flash-lite,asset-references,human-reference-sentence,17,17,0,0.0,False
plainvoice-enrichment-svo-v3:fe9069f7095bc6b62d0e2c8e,coedit:6859f3c7bc304c599dc30158,ai-enrichment-units,en,google/gemini-2.5-flash-lite,coedit,instruction-editing-source-unit,20,19,-1,-5.000000000000004,False
plainvoice-enrichment-svo-v3:9349edb9948036651679eecc,mcts-references:c1a64e984f814cea9bc855e2,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,42,50,8,19.047619047619047,False
plainvoice-enrichment-svo-v3:fc241fe306776e63948f8fda,mcts-references:186cc497117f99cfef424bb7,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,48,51,3,6.25,False
plainvoice-enrichment-svo-v3:066a926411519ba44b9f8f2d,iterater-human-doc:599f7907185ef052e3cefbd3,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,288,294,6,2.083333333333326,False
plainvoice-enrichment-svo-v3:68a390d29d23f82ad212aa1a,mcts-references:ed872819ed4eea0f18977cb3,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,54,70,16,29.629629629629626,False
plainvoice-enrichment-svo-v3:37b641a286c8b19f394ccdfd,arxivedits-alignment:b7174c5ca93f40704d456b57,ai-enrichment-units,en,google/gemini-2.5-flash-lite,arxivedits-alignment,scientific-sentence-revision-unit,34,27,-7,-20.588235294117652,False
plainvoice-enrichment-svo-v3:9be6e07a437a18dc974f8d07,mcts-references:3d73ecc404047fee2bb5c12f,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,64,59,-5,-7.8125,False
plainvoice-enrichment-svo-v3:77a0e687fe5ceca5e2010b5f,asset-references:bd1d126745ef75ac20d192f5,ai-enrichment-units,en,google/gemini-2.5-flash-lite,asset-references,human-reference-sentence,10,9,-1,-9.999999999999998,False
plainvoice-enrichment-svo-v3:debf270d3f7020914fd94557,mcts-references:b73ba7e92744ba68a360cb0f,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,33,30,-3,-9.090909090909093,False
plainvoice-enrichment-svo-v3:59ffaaee4903d106ef8a3b36,iterater-human-doc:51d255fc82d672be653ba713,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,238,225,-13,-5.462184873949583,False
plainvoice-enrichment-svo-v3:f478625307148d8e6e6d1255,mcts-references:42760ce5068cdb758a6f11df,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,40,42,2,5.000000000000004,False
plainvoice-enrichment-svo-v3:b6cfd48ffe0bee9eb6375b81,coedit:c88e2b6aac816f6ddfef7519,ai-enrichment-units,en,google/gemini-2.5-flash-lite,coedit,instruction-editing-source-unit,11,13,2,18.181818181818187,False
plainvoice-enrichment-svo-v3:e767fa0ee8e4cc5796ee5f1f,mcts-references:3835aaa288197a02d0268f13,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,39,45,6,15.384615384615374,False
plainvoice-enrichment-svo-v3:b78bdcf39f833f87055df3cc,arxivedits-alignment:f611faa2bb85516345fc1357,ai-enrichment-units,en,google/gemini-2.5-flash-lite,arxivedits-alignment,scientific-sentence-revision-unit,32,35,3,9.375,False
plainvoice-enrichment-svo-v3:50c828cf25f3d9d26aed7a3d,mcts-references:e038159f7d49bae85255a903,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,64,83,19,29.6875,False
plainvoice-enrichment-svo-v3:986372a45ad713dac247eb63,mcts-references:d3956be542d3b8ac1a3bc89a,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,32,39,7,21.875,False
plainvoice-enrichment-svo-v3:3746d9ebd84d692fbc9b57ad,asset-references:29287de936695d74e951744d,ai-enrichment-units,en,google/gemini-2.5-flash-lite,asset-references,human-reference-sentence,23,23,0,0.0,False
plainvoice-enrichment-svo-v3:89600f13fb41eec3ad275257,coedit:3b5cdf3bd820e4f5b5f3f1db,ai-enrichment-units,en,google/gemini-2.5-flash-lite,coedit,instruction-editing-source-unit,14,22,8,57.14285714285714,False
plainvoice-enrichment-svo-v3:4ca6135ab84e8dd1e6c390b5,mcts-references:227bcfcba9190c42a7eb228c,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,40,36,-4,-9.999999999999998,False
plainvoice-enrichment-svo-v3:34fb7bf2e42268fd2e1b7615,mcts-references:d3ac63f71079465575f32d6a,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,55,68,13,23.636363636363633,False
plainvoice-enrichment-svo-v3:28f59418fb0b8f7b47f66865,iterater-human-doc:1980837af517daf4562f9899,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,107,103,-4,-3.738317757009346,False
plainvoice-enrichment-svo-v3:46dd8a25a23ea83015c64fac,arxivedits-alignment:72f54ca0d5ee8949bd51b32c,ai-enrichment-units,en,google/gemini-2.5-flash-lite,arxivedits-alignment,scientific-sentence-revision-unit,23,21,-2,-8.695652173913048,False
plainvoice-enrichment-svo-v3:4ac59e13c3202f65fd1dcadb,iterater-human-doc:c5eaee0b9957827593b4be7a,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,368,340,-28,-7.608695652173914,False
plainvoice-enrichment-svo-v3:6d07b3c8676c65fbed466a7e,mcts-references:bc3dbe90ab578a8a8a3163b9,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,43,51,8,18.60465116279071,False
plainvoice-enrichment-svo-v3:ef39a3de7450042d9cd81c71,asset-references:188cddeeb86ef0d27c5e7b61,ai-enrichment-units,en,google/gemini-2.5-flash-lite,asset-references,human-reference-sentence,26,28,2,7.692307692307687,False
plainvoice-enrichment-svo-v3:424e06e5673671af2a9c4147,mcts-references:182502b0e5bf194cbc866e46,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,44,52,8,18.181818181818187,False
plainvoice-enrichment-svo-v3:b75748ec05b17c7cb55576ba,coedit:39c28b71e74bc79cb2f13c85,ai-enrichment-units,en,google/gemini-2.5-flash-lite,coedit,instruction-editing-source-unit,29,28,-1,-3.4482758620689613,False
plainvoice-enrichment-svo-v3:a9dcae285511313c8af856aa,mcts-references:3bb4a650a3f05e1c223a0786,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,42,56,14,33.33333333333333,False
plainvoice-enrichment-svo-v3:1a83a0e70a8a4fa63b79bafe,mcts-references:55dcb2cc37335ad7587d8f37,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,45,53,8,17.777777777777782,False
plainvoice-enrichment-svo-v3:526e29e24e6c8dc8b6b94ce7,iterater-human-doc:0ac25944821b0297ffab04d2,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,72,67,-5,-6.944444444444442,False
plainvoice-enrichment-svo-v3:49fce847cc338a58a32beb4f,mcts-references:41587d96d7f05f0dc1a24715,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,27,28,1,3.703703703703698,False
plainvoice-enrichment-svo-v3:43f837cebd733d6eb7e7aa5d,arxivedits-alignment:68099a4cfd5cf057385e3071,ai-enrichment-units,en,google/gemini-2.5-flash-lite,arxivedits-alignment,scientific-sentence-revision-unit,46,61,15,32.6086956521739,False
plainvoice-enrichment-svo-v3:d6e6ee2c1254335e6413840e,asset-references:94c3481db2e7bd59c131b80d,ai-enrichment-units,en,google/gemini-2.5-flash-lite,asset-references,human-reference-sentence,18,18,0,0.0,False
plainvoice-enrichment-svo-v3:c5ca0838b59376053b5f8013,mcts-references:e38cde42d57e7af47e6165a9,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,46,48,2,4.347826086956519,False
plainvoice-enrichment-svo-v3:fb91f38f404700a1971dbcff,coedit:2d74041cc57ae489fda55356,ai-enrichment-units,en,google/gemini-2.5-flash-lite,coedit,instruction-editing-source-unit,32,26,-6,-18.75,False
plainvoice-enrichment-svo-v3:fb55f148ee8ad70bc56fc1d6,mcts-references:48b2366a95c7e81edcd125b9,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,67,86,19,28.358208955223873,False
plainvoice-enrichment-svo-v3:1b24a8db7730aeb74ae18afd,mcts-references:534834ef19eb875385c551ba,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,43,54,11,25.581395348837212,False
plainvoice-enrichment-svo-v3:d15e0f134eebe77a65c06e41,mcts-references:f1ae052a42edfe51c1ff946d,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,41,33,-8,-19.512195121951216,False
plainvoice-enrichment-svo-v3:df3d2ee0603a8a179c1b96a2,arxivedits-alignment:0e537ed7162797e785ece699,ai-enrichment-units,en,google/gemini-2.5-flash-lite,arxivedits-alignment,scientific-sentence-revision-unit,20,19,-1,-5.000000000000004,False
plainvoice-enrichment-svo-v3:b07d16812f87b6b9f10ced04,asset-references:c070e6ce2b4f0af423cc2942,ai-enrichment-units,en,google/gemini-2.5-flash-lite,asset-references,human-reference-sentence,15,16,1,6.666666666666665,False
plainvoice-enrichment-svo-v3:b6f1495d717682514133955b,mcts-references:272d9e1e39d3d19845d6ceb1,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,35,36,1,2.857142857142847,False
plainvoice-enrichment-svo-v3:7f8fe30d3c44c37542f7aca2,coedit:fd82dc59bc4c347789855d6a,ai-enrichment-units,en,google/gemini-2.5-flash-lite,coedit,instruction-editing-source-unit,17,21,4,23.529411764705888,False
plainvoice-enrichment-svo-v3:a74594bbc30de5e78893219f,mcts-references:15b49edcec4406193dd6b131,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,71,70,-1,-1.4084507042253502,False
plainvoice-enrichment-svo-v3:09bf99b485a5c86b690a9c9b,mcts-references:d7d33ab95fa2dd3ef74df935,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,52,53,1,1.9230769230769162,False
plainvoice-enrichment-svo-v3:b48f678f411da94e4a2b1122,arxivedits-alignment:abd5bdf8b31ace45cc300d26,ai-enrichment-units,en,google/gemini-2.5-flash-lite,arxivedits-alignment,scientific-sentence-revision-unit,21,22,1,4.761904761904767,False
plainvoice-enrichment-svo-v3:5738e438378030b9731443a2,iterater-human-doc:7859cf1a7c8f7e3b57cc0a9c,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,381,383,2,0.5249343832020914,False
plainvoice-enrichment-svo-v3:bdde3789c2809ca3606deb3c,iterater-human-doc:ac020a530e1160e74b7b8fe1,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,98,115,17,17.34693877551021,False
plainvoice-enrichment-svo-v3:910f5635e3302f4b59eda8d5,asset-references:43c3b6e1f79c65900880e025,ai-enrichment-units,en,google/gemini-2.5-flash-lite,asset-references,human-reference-sentence,17,16,-1,-5.882352941176472,False
plainvoice-enrichment-svo-v3:a1b2dc26800b6860e05e2cf4,mcts-references:f169dcc28168528bc9718483,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,67,84,17,25.373134328358216,False
plainvoice-enrichment-svo-v3:e49df0945313e04106ef5659,mcts-references:59385af5cdaa102202308393,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,24,27,3,12.5,False
plainvoice-enrichment-svo-v3:a9a5abe821dc8444ddafd623,coedit:71da48402f3025f9694195cf,ai-enrichment-units,en,google/gemini-2.5-flash-lite,coedit,instruction-editing-source-unit,27,30,3,11.111111111111116,False
plainvoice-enrichment-svo-v3:346809106c485c0efa93614b,mcts-references:8022a2545463d42b71b5b605,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,37,38,1,2.7027027027026973,False
plainvoice-enrichment-svo-v3:214ce43b200d1ed8a3c73a20,mcts-references:5024893ae0b304e6bc75388f,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,48,49,1,2.083333333333326,False
plainvoice-enrichment-svo-v3:2c55d35f6b018f23954ea54d,arxivedits-alignment:883815da5071a64eb2218945,ai-enrichment-units,en,google/gemini-2.5-flash-lite,arxivedits-alignment,scientific-sentence-revision-unit,26,21,-5,-19.23076923076923,False
plainvoice-enrichment-svo-v3:54e28ae1a562872c87babcf6,mcts-references:cbe1dbf9df333310b31c3fbe,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,48,53,5,10.416666666666675,False
plainvoice-enrichment-svo-v3:7b70e2ddb165e13d538ad327,iterater-human-doc:214513eede78d154a05ba24a,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,115,127,12,10.43478260869566,False
plainvoice-enrichment-svo-v3:090947ea34c15116d8b38cf9,mcts-references:e2a2379c02b8ca768bf413f9,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,34,34,0,0.0,False
plainvoice-enrichment-svo-v3:6ccfd9da08a0a4eb046274c3,asset-references:85c556b52363a69e7c60a865,ai-enrichment-units,en,google/gemini-2.5-flash-lite,asset-references,human-reference-sentence,15,19,4,26.66666666666666,False
plainvoice-enrichment-svo-v3:ba85a7af94f56f242d071db3,coedit:f84806afa9ec7b5f2684b65e,ai-enrichment-units,en,google/gemini-2.5-flash-lite,coedit,instruction-editing-source-unit,13,15,2,15.384615384615374,False
plainvoice-enrichment-svo-v3:e5ecf727d83f1cbefc55ffa5,mcts-references:2a948720d494540271b6d4f8,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,39,55,16,41.025641025641036,False
plainvoice-enrichment-svo-v3:1cd128d9ca6cb7a0d6e94d73,mcts-references:d445a4c3908def7cff8b64ac,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,53,61,8,15.094339622641506,False
plainvoice-enrichment-svo-v3:a9b7fbc799fad4fbc650f6cb,arxivedits-alignment:588505c48392a1ec69a530e8,ai-enrichment-units,en,google/gemini-2.5-flash-lite,arxivedits-alignment,scientific-sentence-revision-unit,36,40,4,11.111111111111116,False
plainvoice-enrichment-svo-v3:c9c4fe4ba4b1b749d1e8e4b8,asset-references:5c45d3597183d849d8599d5f,ai-enrichment-units,en,google/gemini-2.5-flash-lite,asset-references,human-reference-sentence,13,13,0,0.0,False
plainvoice-enrichment-svo-v3:00d6dc8a9ee9077dade780cb,mcts-references:20402feb5470b562eaa779a2,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,53,57,4,7.547169811320753,False
plainvoice-enrichment-svo-v3:9cfc2a05e35f2ef74ac83743,mcts-references:cadd09c367067603862fcc12,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,43,56,13,30.232558139534895,False
plainvoice-enrichment-svo-v3:da1a21531fecd1b4396fcac4,iterater-human-doc:e466160b174599683ea9bd9e,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,174,206,32,18.39080459770115,False
plainvoice-enrichment-svo-v3:4560873803ac9a8b051552f5,coedit:279764ac490d3b770b3be20b,ai-enrichment-units,en,google/gemini-2.5-flash-lite,coedit,instruction-editing-source-unit,21,21,0,0.0,False
plainvoice-enrichment-svo-v3:cdc99d5d0ae5dfe411b960fc,mcts-references:a7b9aca5e233ee983c834518,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,33,34,1,3.0303030303030276,False
plainvoice-enrichment-svo-v3:c31355b9cf06f61a2bc734df,arxivedits-alignment:bdb7fc0fd0e58416be9e973c,ai-enrichment-units,en,google/gemini-2.5-flash-lite,arxivedits-alignment,scientific-sentence-revision-unit,23,22,-1,-4.347826086956519,False
plainvoice-enrichment-svo-v3:39d505b666d7ae20739bf1bd,mcts-references:dc0792598a7f8d5a9ad2b75d,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,61,75,14,22.95081967213115,False
plainvoice-enrichment-svo-v3:ab12970cfbc64614514d3c60,mcts-references:2ccfbca35b6e64a57f3deaba,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,30,43,13,43.333333333333336,False
plainvoice-enrichment-svo-v3:06923a2726c5ff9cd580f7ba,iterater-human-doc:e8fde18407fcaf7003775157,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,167,186,19,11.377245508982025,False
plainvoice-enrichment-svo-v3:6be9025fb79f46d83dbcb5f6,mcts-references:a83c9d48780e5b45ff29f2da,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,40,32,-8,-19.999999999999996,False
